,api_element,cq,suggest_sen,kwd
1586,List.indexOf(Object o),what's the return of List.indexOf(Object o)?,"the return of List.indexOf(Object o) should be the index of the first occurrence of the specified element in this vector, or -1 if this vector does not contain the element. More formally, returns the lowest index i such that (o==null ? get(i)==null : o.equals(get(i))), or -1 if there is no such index..","['return', 'List.indexOf(Object o)']"
1587,List.indexOf(Object o),what's the parameter of List.indexOf(Object o)?,the parameter of List.indexOf(Object o) should be  element to search for.,"['parameter', 'List.indexOf(Object o)']"
1588,List.lastIndexOf(Object o),what's the return of List.lastIndexOf(Object o)?,"the return of List.lastIndexOf(Object o) should be the index of the last occurrence of the specified element in this vector, or -1 if this vector does not contain the element. More formally, returns the highest index i such that (o==null ? get(i)==null : o.equals(get(i))), or -1 if there is no such index..","['return', 'List.lastIndexOf(Object o)']"
1589,List.lastIndexOf(Object o),what's the parameter of List.lastIndexOf(Object o)?,the parameter of List.lastIndexOf(Object o) should be  element to search for.,"['parameter', 'List.lastIndexOf(Object o)']"
1590,List.listIterator(),what's the return of List.listIterator()?,the return of List.listIterator() should be a list iterator over the elements in this list (in proper sequence)..,"['return', 'List.listIterator()']"
1591,List.listIterator(int index),what's the return of List.listIterator(int index)?,"the return of List.listIterator(int index) should be a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list. The specified index indicates the first element that would be returned by an initial call to next. An initial call to previous would return the element with the specified index minus one..","['return', 'List.listIterator(int index)']"
1592,"List.subList(int fromIndex, int toIndex)","what's the return of List.subList(int fromIndex, int toIndex)?","the return of List.subList(int fromIndex, int toIndex) should be a view of the portion of this List between fromIndex, inclusive, and toIndex, exclusive. (If fromIndex and toIndex are equal, the returned List is empty.) The returned List is backed by this List, so changes in the returned List are reflected in this List, and vice-versa. The returned List supports all of the optional List operations supported by this List. list.subList(from, to).clear(); Similar idioms may be constructed for indexOf and lastIndexOf, and all of the algorithms in the Collections class can be applied to a subList..","['return', 'List.subList(int fromIndex, int toIndex)']"
1593,Collection.spliterator(),what's the return of Collection.spliterator()?,the return of Collection.spliterator() should be a Spliterator over the elements in this set.,"['return', 'Collection.spliterator()']"
1594,Iterator.hasNext(),what's the return of Iterator.hasNext()?,"the return of Iterator.hasNext() should be true if the iteration has more elements. (In other words, returns true if next() would return an element rather than throwing an exception.).","['return', 'Iterator.hasNext()']"
1595,Iterator.next(),what's the return of Iterator.next()?,the return of Iterator.next() should be the next element in the iteration..,"['return', 'Iterator.next()']"
1596,ListIterator.hasPrevious(),what's the return of ListIterator.hasPrevious()?,"the return of ListIterator.hasPrevious() should be true if this list iterator has more elements when traversing the list in the reverse direction. (In other words, returns true if previous() would return an element rather than throwing an exception.).","['return', 'ListIterator.hasPrevious()']"
1597,ListIterator.previous(),what's the return of ListIterator.previous()?,"the return of ListIterator.previous() should be the previous element in the list and moves the cursor position backwards. This method may be called repeatedly to iterate through the list backwards, or intermixed with calls to next() to go back and forth. (Note that alternating calls to next and previous will return the same element repeatedly.).","['return', 'ListIterator.previous()']"
1598,ListIterator.nextIndex(),what's the return of ListIterator.nextIndex()?,the return of ListIterator.nextIndex() should be the index of the element that would be returned by a subsequent call to next(). (Returns list size if the list iterator is at the end of the list.).,"['return', 'ListIterator.nextIndex()']"
1599,ListIterator.previousIndex(),what's the return of ListIterator.previousIndex()?,the return of ListIterator.previousIndex() should be the index of the element that would be returned by a subsequent call to previous(). (Returns -1 if the list iterator is at the beginning of the list.).,"['return', 'ListIterator.previousIndex()']"
1600,ListIterator.set(E e),what's the parameter of ListIterator.set(E e)?,"the parameter of ListIterator.set(E e) should be  the element with which to replace the last element returned by
          next or previous.","['parameter', 'ListIterator.set(E e)']"
1601,ListIterator.add(E e),what's the parameter of ListIterator.add(E e)?,the parameter of ListIterator.add(E e) should be  the element to insert.,"['parameter', 'ListIterator.add(E e)']"
1602,ResourceBundle.handleGetObject(String key),what's the return of ResourceBundle.handleGetObject(String key)?,"the return of ResourceBundle.handleGetObject(String key) should be the object for the given key, or null.","['return', 'ResourceBundle.handleGetObject(String key)']"
1603,ResourceBundle.handleGetObject(String key),what's the parameter of ResourceBundle.handleGetObject(String key)?,the parameter of ResourceBundle.handleGetObject(String key) should be  the key for the desired object.,"['parameter', 'ResourceBundle.handleGetObject(String key)']"
1604,ResourceBundle.getKeys(),what's the return of ResourceBundle.getKeys()?,the return of ResourceBundle.getKeys() should be an Enumeration of the keys contained in this ResourceBundle and its parent bundles..,"['return', 'ResourceBundle.getKeys()']"
1605,Locale.Builder.setLocale(Locale locale),what's the return of Locale.Builder.setLocale(Locale locale)?,the return of Locale.Builder.setLocale(Locale locale) should be This builder..,"['return', 'Locale.Builder.setLocale(Locale locale)']"
1606,Locale.Builder.setLocale(Locale locale),what's the parameter of Locale.Builder.setLocale(Locale locale)?,the parameter of Locale.Builder.setLocale(Locale locale) should be  the locale.,"['parameter', 'Locale.Builder.setLocale(Locale locale)']"
1607,Locale.Builder.setLanguageTag(String languageTag),what's the return of Locale.Builder.setLanguageTag(String languageTag)?,the return of Locale.Builder.setLanguageTag(String languageTag) should be This builder..,"['return', 'Locale.Builder.setLanguageTag(String languageTag)']"
1608,Locale.Builder.setLanguageTag(String languageTag),what's the parameter of Locale.Builder.setLanguageTag(String languageTag)?,the parameter of Locale.Builder.setLanguageTag(String languageTag) should be  the language tag.,"['parameter', 'Locale.Builder.setLanguageTag(String languageTag)']"
1609,Locale.Builder.setLanguage(String language),what's the return of Locale.Builder.setLanguage(String language)?,the return of Locale.Builder.setLanguage(String language) should be This builder..,"['return', 'Locale.Builder.setLanguage(String language)']"
1610,Locale.Builder.setLanguage(String language),what's the parameter of Locale.Builder.setLanguage(String language)?,the parameter of Locale.Builder.setLanguage(String language) should be  the language.,"['parameter', 'Locale.Builder.setLanguage(String language)']"
1611,Locale.Builder.setScript(String script),what's the return of Locale.Builder.setScript(String script)?,the return of Locale.Builder.setScript(String script) should be This builder..,"['return', 'Locale.Builder.setScript(String script)']"
1612,Locale.Builder.setScript(String script),what's the parameter of Locale.Builder.setScript(String script)?,the parameter of Locale.Builder.setScript(String script) should be  the script.,"['parameter', 'Locale.Builder.setScript(String script)']"
1613,Locale.Builder.setRegion(String region),what's the return of Locale.Builder.setRegion(String region)?,the return of Locale.Builder.setRegion(String region) should be This builder..,"['return', 'Locale.Builder.setRegion(String region)']"
1614,Locale.Builder.setRegion(String region),what's the parameter of Locale.Builder.setRegion(String region)?,the parameter of Locale.Builder.setRegion(String region) should be  the region.,"['parameter', 'Locale.Builder.setRegion(String region)']"
