api_element,cq,suggest_sen,kwd
"ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)","what's the return of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)?","the return of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain) should be b - The bytes that make up the class data. The bytes in positions
         off through off+len-1 should have the format
         of a valid class file as defined by
         The Java™ Virtual Machine Specification..","['return', 'ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)","what's the parameter of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)?","the parameter of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain) should be  The expected binary name of the class, or
         null if not known.","['parameter', 'ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)","what's the parameter of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)?","the parameter of ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain) should be  The expected binary name of the class, or
         null if not known.","['parameter', 'ClassLoader.defineClass(String name, byte[] b, int off, int len, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)","what's the return of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)?","the return of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain) should be b - The bytes that make up the class data. The bytes from positions
         b.position() through b.position() + b.limit() -1
          should have the format of a valid class file as defined by
         The Java™ Virtual Machine Specification..","['return', 'ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)","what's the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)?","the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain) should be  The expected binary name. of the class, or
         null if not known.","['parameter', 'ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)","what's the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)?","the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain) should be  The expected binary name. of the class, or
         null if not known.","['parameter', 'ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)']"
"ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)","what's the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)?","the parameter of ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain) should be  The expected binary name. of the class, or
         null if not known.","['parameter', 'ClassLoader.defineClass(String name, ByteBuffer b, ProtectionDomain protectionDomain)']"
ClassLoader.findSystemClass(String name),what's the return of ClassLoader.findSystemClass(String name)?,the return of ClassLoader.findSystemClass(String name) should be The Class object for the specified name.,"['return', 'ClassLoader.findSystemClass(String name)']"
ClassLoader.findSystemClass(String name),what's the parameter of ClassLoader.findSystemClass(String name)?,the parameter of ClassLoader.findSystemClass(String name) should be  The binary name of the class.,"['parameter', 'ClassLoader.findSystemClass(String name)']"
ClassLoader.findLoadedClass(String name),what's the return of ClassLoader.findLoadedClass(String name)?,the return of ClassLoader.findLoadedClass(String name) should be the class with the given binary name if this loader has been recorded by the Java virtual machine as an initiating loader of a class with that binary name. Otherwise null is returned..,"['return', 'ClassLoader.findLoadedClass(String name)']"
ClassLoader.findLoadedClass(String name),what's the parameter of ClassLoader.findLoadedClass(String name)?,the parameter of ClassLoader.findLoadedClass(String name) should be  The binary name of the class.,"['parameter', 'ClassLoader.findLoadedClass(String name)']"
